gene,I24C,I24N,I27C,I27N,I29C,I29N
ENSG00000113430,0,0,0,1,0,0
ENSG00000113441,1293,2101,1216,1104,1789,430
ENSG00000113448,360,1107,562,906,701,700
ENSG00000113456,831,336,278,267,1064,307
ENSG00000113460,2011,404,617,475,1716,546
ENSG00000113492,0,0,0,0,0,0
ENSG00000113494,369,1120,1014,668,1652,726
ENSG00000113504,3373,1495,1624,1496,3213,433
ENSG00000113520,2,0,1,0,0,0
ENSG00000113522,2112,1179,1082,745,1288,517
ENSG00000113525,3,0,1,0,1,0
ENSG00000113532,167,316,95,244,360,174
ENSG00000113552,1065,532,650,466,700,726
ENSG00000113555,155,38,37,49,182,17
ENSG00000113558,4433,6098,5343,4397,3601,12296
ENSG00000113569,2046,479,471,365,1824,360
ENSG00000113575,2453,3644,2564,3597,2396,2808
ENSG00000113578,66,17,49,13,26,11
ENSG00000113580,392,1203,446,612,467,608
ENSG00000113583,1247,1735,989,1187,1192,1524
ENSG00000113593,762,818,542,522,949,553
ENSG00000113594,104,399,110,295,171,146
ENSG00000113595,289,239,156,147,216,187
ENSG00000113597,466,506,425,429,516,491
ENSG00000113600,0,5,1,0,3,0
ENSG00000113615,909,1335,919,1061,1226,465
ENSG00000113621,624,835,858,735,1028,1138
ENSG00000113638,560,431,288,350,580,357
ENSG00000113643,2116,1539,1395,1463,1761,1951
ENSG00000113645,654,864,456,443,541,213
ENSG00000113648,4716,5245,6483,3762,5663,3256
ENSG00000113649,1545,1193,1053,577,1676,317
ENSG00000113657,2269,452,1118,475,844,142
ENSG00000113658,1796,1108,883,660,1620,676
ENSG00000113712,3735,4596,3344,3911,4313,3268
ENSG00000113716,727,692,655,488,858,253
ENSG00000113719,2869,5693,3299,4102,4291,5040
ENSG00000113721,1480,214,969,248,1064,52
ENSG00000113722,1924,5476,3960,4139,2059,5953
ENSG00000113732,2140,2594,2478,2057,1584,6627
ENSG00000113734,137,181,166,155,136,306
ENSG00000113739,446,7,111,14,487,7
ENSG00000113742,530,1077,730,966,1093,261
ENSG00000113749,58,24,20,14,42,5
ENSG00000113758,781,130,255,160,364,123
ENSG00000113761,110,91,82,71,154,92
ENSG00000113763,0,3,1,0,7,2
ENSG00000113790,675,1167,856,1300,846,643
ENSG00000113805,4,260,143,166,47,61
ENSG00000113810,3343,2046,1150,836,3245,323
ENSG00000113811,896,1090,1174,951,962,2072
ENSG00000113812,655,566,355,406,687,517
ENSG00000113838,248,223,137,155,334,140
ENSG00000113845,1370,1376,897,1014,1072,2417
ENSG00000113851,962,1130,769,687,988,1779
ENSG00000113889,4,125,13,21,15,351
ENSG00000113905,1,0,0,0,0,0
ENSG00000113916,309,430,219,141,398,61
ENSG00000113924,156,770,211,359,337,908
ENSG00000113946,30,11,15,0,35,0
ENSG00000113966,174,111,90,86,139,141
ENSG00000113971,295,263,152,163,648,115
ENSG00000114013,187,407,148,228,246,242
ENSG00000114019,1231,242,412,147,567,107
ENSG00000114021,1435,461,683,424,693,921
ENSG00000114023,822,3986,1708,2688,1224,7610
ENSG00000114026,305,507,299,283,351,425
ENSG00000114030,1379,1359,883,1358,1488,623
ENSG00000114054,662,978,860,1035,1048,745
ENSG00000114062,2003,1973,1596,1726,1936,844
ENSG00000114098,908,984,630,821,731,975
ENSG00000114107,259,591,315,439,597,627
ENSG00000114113,30,53,30,50,0,124
ENSG00000114115,231,108,121,97,85,138
ENSG00000114120,2771,1166,792,887,2091,823
ENSG00000114124,0,0,0,0,2,2
ENSG00000114125,991,1630,1253,1093,1319,2776
ENSG00000114126,1457,796,722,577,818,901
ENSG00000114127,1145,4171,690,1492,1625,498
ENSG00000114166,329,1398,489,720,633,633
ENSG00000114200,21,144,46,150,25,82
ENSG00000114204,0,0,0,0,1,3
ENSG00000114209,1300,1972,977,1504,938,2521
ENSG00000114248,328,1406,392,612,793,1747
ENSG00000114251,776,157,667,316,821,62
ENSG00000114268,206,267,99,85,600,152
ENSG00000114270,1683,94,902,53,446,6
ENSG00000114279,5,16,21,6,22,1
ENSG00000114302,2046,2138,1461,1951,2006,775
ENSG00000114315,2313,1612,1929,1106,1727,1100
ENSG00000114316,1170,1255,977,966,1386,1283
ENSG00000114331,950,2390,1039,1575,1644,709
ENSG00000114346,4191,813,1305,632,2754,380
ENSG00000114349,0,0,0,0,0,0
ENSG00000114353,3157,1931,2737,1811,3388,998
ENSG00000114354,2444,3541,2327,2484,3000,2524
ENSG00000114374,349,590,275,191,458,268
ENSG00000114378,17,69,287,181,132,62
ENSG00000114383,480,537,511,506,532,845
ENSG00000114388,461,336,338,257,448,694
ENSG00000114391,12364,9641,14366,8601,9589,23950
ENSG00000114395,387,540,367,417,535,1082
ENSG00000114405,157,70,35,31,102,139
ENSG00000114416,2343,1660,1210,1215,1886,2015
ENSG00000114423,532,1002,468,472,1080,619
ENSG00000114439,1955,850,577,679,1431,288
ENSG00000114446,1148,1474,650,1067,828,1600
ENSG00000114450,436,422,322,429,438,214
ENSG00000114455,474,12848,2227,5698,1179,14263
ENSG00000114473,96,86,92,62,467,132
ENSG00000114480,560,580,382,519,597,414
ENSG00000114487,0,3,1,0,3,7
ENSG00000114491,1465,587,487,379,904,725
ENSG00000114503,3107,1485,1233,1083,1970,1534
ENSG00000114520,1112,1535,999,1370,1022,2381
ENSG00000114529,367,883,354,583,1103,664
ENSG00000114541,396,1019,425,853,661,651
ENSG00000114544,759,369,447,319,685,445
ENSG00000114547,6,0,0,0,0,1
ENSG00000114554,1280,279,526,343,1678,87
ENSG00000114573,1303,1760,1272,1196,1782,921
ENSG00000114626,366,289,302,214,697,544
ENSG00000114631,1114,307,504,308,550,327
ENSG00000114638,0,1,0,0,3,0
ENSG00000114646,8,2,5,5,12,4
ENSG00000114648,298,378,193,213,338,549
ENSG00000114650,1378,1971,1655,1115,1294,679
ENSG00000114654,37,50,106,52,93,30
ENSG00000114656,129,15,65,17,87,9
ENSG00000114670,167,134,102,98,198,278
ENSG00000114686,3831,1819,2091,1843,2833,2944
ENSG00000114698,537,1419,471,839,567,1190
ENSG00000114735,384,372,363,305,481,469
ENSG00000114737,312,314,317,316,378,173
ENSG00000114738,869,589,632,716,836,901
ENSG00000114739,330,127,185,77,411,96
ENSG00000114742,1701,1168,847,936,1387,1220
ENSG00000114744,873,639,521,572,784,391
ENSG00000114745,1208,1906,893,1113,1573,957
ENSG00000114757,0,0,0,0,1,0
ENSG00000114767,569,164,349,180,424,169
ENSG00000114770,638,777,469,601,588,627
ENSG00000114771,9,4,9,2,8,2
ENSG00000114779,1438,2074,1766,1868,1824,3354
ENSG00000114784,697,700,770,728,633,968
ENSG00000114786,114,103,107,60,170,128
ENSG00000114790,29,52,99,66,204,30
ENSG00000114796,1258,967,719,579,1596,747
ENSG00000114805,310,478,195,206,677,192
ENSG00000114812,146,3657,1021,1562,1065,1857
ENSG00000114841,154,337,198,161,219,58
ENSG00000114850,3492,3298,3868,2859,4104,6799
ENSG00000114853,167,87,118,94,179,21
ENSG00000114854,1,48,7,0,22,180
ENSG00000114857,1664,2009,885,875,4558,368
ENSG00000114859,583,2748,804,1285,307,988
ENSG00000114861,993,2148,1058,999,2624,904
ENSG00000114867,6037,4407,4668,4584,6576,1775
ENSG00000114902,1796,2312,2104,1823,2216,4584
ENSG00000114904,633,299,265,355,789,229
ENSG00000114923,33,1,17,2,10,0
ENSG00000114933,948,1025,626,503,1118,331
ENSG00000114942,11624,9143,10131,8832,8937,17380
ENSG00000114948,14,29,25,20,26,8
ENSG00000114956,934,665,668,527,795,1013
ENSG00000114978,3448,4825,2427,3432,3602,3257
ENSG00000114982,886,976,747,643,1225,533
ENSG00000114988,673,450,364,313,460,518
ENSG00000114993,1277,361,882,444,969,246
ENSG00000114999,609,424,412,331,742,196
ENSG00000115008,386,10,32,12,15,1
ENSG00000115009,2535,497,1381,609,2264,509
ENSG00000115020,814,756,463,560,832,161
ENSG00000115041,11,21,14,9,29,7
ENSG00000115042,448,460,331,253,731,757
ENSG00000115053,16822,7772,6953,7278,12066,2887
ENSG00000115073,1168,897,896,782,1761,667
ENSG00000115084,1621,1851,1111,1462,1929,2401
ENSG00000115085,37,148,125,62,207,44
ENSG00000115091,8454,9420,5222,8050,7372,6433
ENSG00000115107,694,689,607,943,496,106
ENSG00000115109,1241,565,616,778,884,450
ENSG00000115112,1867,4295,975,1766,1022,1310
ENSG00000115128,2540,2030,1928,1575,1881,4317
ENSG00000115129,511,2160,1174,1755,922,2069
ENSG00000115137,120,144,92,122,229,55
ENSG00000115138,14,18,14,8,5,13
ENSG00000115145,837,1447,551,993,1290,911
ENSG00000115155,17,3,45,3,3,0
ENSG00000115159,1528,3923,1915,3215,1758,1226
ENSG00000115163,373,92,113,68,329,35
ENSG00000115165,262,624,364,462,765,385
ENSG00000115170,627,367,388,305,527,219
ENSG00000115183,1128,1006,777,867,1444,512
ENSG00000115194,0,0,0,0,0,2
ENSG00000115204,575,421,401,282,586,461
ENSG00000115207,1111,1238,743,645,1433,942
ENSG00000115211,725,510,432,391,747,641
ENSG00000115216,2274,2296,1599,1791,1978,3185
ENSG00000115221,716,1641,1034,997,951,729
ENSG00000115226,78,10,42,15,37,13
ENSG00000115232,237,758,231,466,884,288
ENSG00000115233,3020,1224,1260,1016,1718,1209
ENSG00000115234,1397,1442,1121,1157,1755,1087
ENSG00000115239,351,247,208,192,326,253
ENSG00000115241,2898,1790,1863,1711,2383,1309
ENSG00000115252,212,133,76,70,74,165
ENSG00000115255,312,99,220,49,820,139
ENSG00000115257,115,34,17,8,145,10
ENSG00000115263,0,2675,95,324,1294,6989
ENSG00000115266,5,15,2,1,0,0
ENSG00000115267,575,4503,595,1029,1447,407
ENSG00000115268,7793,7311,17167,5679,8135,13903
ENSG00000115271,761,642,466,500,759,692
ENSG00000115274,314,135,232,152,323,214
ENSG00000115275,1313,756,978,664,1638,229
ENSG00000115282,450,569,360,411,627,366
ENSG00000115286,613,1343,1474,1054,719,2404
ENSG00000115289,222,213,216,125,235,309
ENSG00000115290,2,93,16,15,158,11
ENSG00000115295,74,143,85,183,218,96
ENSG00000115297,15,1,0,1,5,0
ENSG00000115306,17394,16611,7202,11894,11146,4623
ENSG00000115307,3087,2839,2038,1949,2812,1902
ENSG00000115310,3094,6695,3969,4708,3329,9256
ENSG00000115317,483,298,297,340,446,414
ENSG00000115318,110,40,42,40,121,22
ENSG00000115325,337,282,214,218,254,258
ENSG00000115339,3519,4510,2015,2377,4388,2523
ENSG00000115350,326,420,520,432,446,1161
ENSG00000115353,4,2,8,2,8,0
ENSG00000115355,366,531,278,221,415,279
ENSG00000115361,0,0,2,0,2,2
ENSG00000115363,74,4,126,22,136,10
ENSG00000115364,1250,755,766,849,1192,1136
ENSG00000115365,1815,1060,2634,968,1114,1037
ENSG00000115368,1603,697,773,507,1261,552
ENSG00000115380,1949,959,405,870,620,423
ENSG00000115386,0,0,93234,35,12110,10
ENSG00000115392,442,291,301,213,746,277
ENSG00000115414,22849,2520,7260,1195,2917,2855
ENSG00000115415,4743,11307,2684,3701,7684,2003
ENSG00000115419,4420,2669,2362,2963,3116,792
ENSG00000115421,516,409,235,328,549,307
ENSG00000115423,214,27,31,26,32,40
ENSG00000115425,226,385,364,553,96,426
ENSG00000115446,978,704,558,503,819,1045
ENSG00000115457,2167,947,2366,2330,3833,567
ENSG00000115459,258,348,220,201,399,295
ENSG00000115461,4632,714,3338,1965,2550,193
ENSG00000115464,1885,3179,2074,1887,2805,1157
ENSG00000115468,29,41,25,40,38,11
ENSG00000115474,0,0,3,0,0,0
ENSG00000115484,5076,1779,2979,1848,3662,1482
ENSG00000115486,487,444,288,331,594,255
ENSG00000115488,0,0,0,0,0,0
ENSG00000115504,901,384,620,558,626,123
ENSG00000115507,4,1,8,0,29,0
ENSG00000115514,1270,791,647,683,935,1582
ENSG00000115520,598,1030,701,826,660,610
ENSG00000115523,70,220,61,147,172,131
ENSG00000115524,9994,9441,6905,6287,11123,5469
ENSG00000115525,85,111,74,115,148,90
ENSG00000115526,42,30,22,11,32,14
ENSG00000115539,898,539,533,519,668,770
ENSG00000115540,1853,1634,983,1391,1438,1784
ENSG00000115541,5012,2416,3133,2587,2663,4208
ENSG00000115548,2130,1410,988,720,2059,1384
ENSG00000115556,13,8,5,9,1,8
ENSG00000115561,4467,5980,2935,4338,2886,7962
ENSG00000115568,445,236,149,216,347,37
ENSG00000115590,145,1380,214,1037,357,2758
ENSG00000115592,0,0,0,0,0,0
ENSG00000115593,2,0,27,0,3,0
ENSG00000115594,1393,883,654,990,905,254
ENSG00000115596,5,0,1,2,4,0
ENSG00000115598,29,33,26,34,71,14
ENSG00000115602,19,31,30,76,91,20
ENSG00000115604,55,117,84,152,173,26
ENSG00000115607,34,88,37,30,74,25
ENSG00000115616,109,2801,1032,2855,707,1496
ENSG00000115641,1897,1935,2418,2743,2222,2127
ENSG00000115648,125,2389,763,728,2953,827
ENSG00000115649,1628,2634,1375,1757,1318,1606
ENSG00000115652,1193,774,590,622,722,725
ENSG00000115657,265,111,213,99,363,35
ENSG00000115661,522,564,415,468,473,946
ENSG00000115665,1,5,2,4,0,4
ENSG00000115677,10848,10689,7594,7880,10394,10250
ENSG00000115685,1512,1350,1066,1116,1303,1791
ENSG00000115687,308,357,132,148,386,214
ENSG00000115694,1302,1110,1125,778,1360,663
ENSG00000115705,1,3,12,12,36,2
ENSG00000115718,63,33,60,44,25,94
ENSG00000115738,1331,4010,1845,2563,2489,9573
ENSG00000115750,320,137,142,118,245,121
ENSG00000115756,1046,1093,1059,736,1646,510
ENSG00000115758,4694,1921,2882,2228,3924,1743
ENSG00000115760,3006,3843,2059,2424,3572,2125
ENSG00000115761,1206,551,538,497,858,627
ENSG00000115762,3662,7806,3808,4462,3472,5987
ENSG00000115806,2560,2186,1734,2103,2988,1996
ENSG00000115808,2577,2142,978,1093,2429,687
ENSG00000115816,2343,1128,1845,1074,1490,1260
ENSG00000115825,1363,994,388,566,1101,519
ENSG00000115827,603,447,296,327,750,239
ENSG00000115828,612,237,376,133,341,424
ENSG00000115839,1928,2652,1104,1411,2431,1356
ENSG00000115840,381,649,407,474,542,724
ENSG00000115841,157,566,337,483,143,665
ENSG00000115844,2,1,1,0,0,0
ENSG00000115850,11,0,3,2,1,0
ENSG00000115866,3539,1110,1361,873,2568,1172
ENSG00000115875,3221,2262,2051,1889,3052,2186
ENSG00000115884,3419,4269,3540,4053,4488,3001
ENSG00000115896,71,176,40,43,45,212
ENSG00000115902,650,438,389,484,1062,281
ENSG00000115904,1566,2238,914,1457,1815,499
ENSG00000115919,177,120,41,50,327,81
ENSG00000115934,0,0,0,0,0,0
ENSG00000115935,998,1276,631,778,1166,243
ENSG00000115942,1524,667,474,543,937,276
ENSG00000115944,2139,2104,1897,2111,2008,5170
ENSG00000115946,1139,301,330,420,621,192
ENSG00000115947,1257,933,552,683,746,1180
ENSG00000115956,1090,858,265,387,526,347
ENSG00000115963,1890,2336,1376,1642,1129,2261
ENSG00000115966,1408,1015,778,902,1274,1078
ENSG00000115970,973,531,469,417,931,313
ENSG00000115977,445,1291,407,901,551,132
ENSG00000115993,1295,2405,1049,2214,1603,1435
ENSG00000115998,179,162,111,155,184,163
ENSG00000116001,2745,2056,1136,1053,4113,798
ENSG00000116005,2085,1604,1301,1474,1677,911
ENSG00000116014,4,0,0,0,2,2
ENSG00000116016,2693,5430,3308,5601,2948,2493
ENSG00000116017,1349,81,641,161,336,51
ENSG00000116030,3125,2418,2000,2020,2355,4569
ENSG00000116031,1,49,86,65,15,27
ENSG00000116032,0,0,0,0,1,0
ENSG00000116035,6,3,0,0,8,1
ENSG00000116039,9,0,7,2,12,2
ENSG00000116044,3045,3161,2171,2926,2513,2230
ENSG00000116062,1287,810,609,489,1535,318
ENSG00000116095,527,393,284,443,578,414
ENSG00000116096,645,1064,832,807,708,1456
ENSG00000116106,85,335,67,235,411,225
ENSG00000116117,485,515,307,303,366,215
ENSG00000116120,1597,924,1170,1127,1349,1186
ENSG00000116127,720,515,514,483,678,408
ENSG00000116128,662,389,462,304,488,78
ENSG00000116132,956,101,264,45,204,33
ENSG00000116133,3731,7193,3231,5495,4435,3655
ENSG00000116138,531,637,320,392,690,280
ENSG00000116141,65,24,51,75,117,8
ENSG00000116147,29,12,3,3,8,1
ENSG00000116151,35,38,40,42,148,29
ENSG00000116157,124,68,63,23,127,115
ENSG00000116161,2345,1156,1051,1211,1483,1367
ENSG00000116171,2536,8202,4710,6570,4568,14162
ENSG00000116176,7,683,517,800,468,953
ENSG00000116183,31,46,13,28,6,45
ENSG00000116191,959,1467,926,1755,1347,489
ENSG00000116194,25,340,77,132,24,119
ENSG00000116198,390,487,447,510,971,175
ENSG00000116199,959,1060,808,956,1065,518
ENSG00000116205,265,297,193,170,323,203
ENSG00000116209,5467,15273,8767,10151,9118,40524
ENSG00000116212,605,410,382,338,401,433
ENSG00000116213,350,277,334,257,398,321
ENSG00000116218,0,2,0,2,8,1
ENSG00000116221,1527,1341,1163,1130,1471,1862
ENSG00000116237,1593,1537,1516,1981,2570,2440
ENSG00000116251,9882,9354,9588,8560,10583,18534
ENSG00000116254,19,3,16,1,5,12
ENSG00000116260,2788,8868,2178,3050,4520,3023
ENSG00000116266,1423,1916,1390,1768,1656,1799
ENSG00000116273,282,143,196,82,287,66
ENSG00000116285,2300,1888,1789,1713,1135,549
ENSG00000116288,2857,2648,2743,1931,3030,4441
ENSG00000116299,586,3195,982,1851,11795,2568
ENSG00000116329,71,1,12,2,156,0
ENSG00000116337,880,248,552,264,1187,143
ENSG00000116350,1409,1909,1566,1412,2061,590
ENSG00000116353,215,173,252,182,281,220
ENSG00000116396,168,60,102,126,271,36
ENSG00000116406,1209,3033,1456,1769,3905,1451
ENSG00000116455,1149,398,639,381,1116,331
ENSG00000116459,3188,7489,4685,6604,3957,12342
ENSG00000116473,1258,2571,1378,1653,1642,2453
ENSG00000116478,3744,5558,4359,4820,4416,4299
ENSG00000116489,4612,6540,4419,5156,5243,7214
ENSG00000116497,267,306,276,165,589,182
ENSG00000116514,688,2282,1015,1747,1042,888
ENSG00000116521,1048,669,705,650,836,959
ENSG00000116525,59,81,58,67,175,64
ENSG00000116539,1808,1951,975,1271,2222,528
ENSG00000116544,5,5,18,10,14,8
ENSG00000116560,4789,3557,3615,2574,6749,1340
ENSG00000116574,676,2983,1009,1563,619,1185
ENSG00000116580,911,809,456,497,1232,308
ENSG00000116584,956,1434,934,1050,2425,429
ENSG00000116586,644,892,704,646,765,1651
ENSG00000116604,908,1808,1103,1426,1160,305
ENSG00000116641,958,742,677,860,795,599
ENSG00000116649,550,181,673,249,814,82
ENSG00000116652,4,1,3,2,27,0
ENSG00000116661,154,9,28,11,20,3
ENSG00000116663,159,250,178,118,290,243
ENSG00000116667,291,2660,1483,1507,1392,2582
ENSG00000116668,126,159,83,125,162,181
ENSG00000116670,358,118,266,86,382,94
ENSG00000116675,68,291,71,46,47,46
ENSG00000116678,292,201,103,163,287,188
ENSG00000116679,5041,12112,3836,4627,8136,7959
ENSG00000116685,1861,3264,2141,1873,2071,3696
ENSG00000116688,1603,3014,1933,2674,2049,1966
ENSG00000116690,2,0,2,0,6,0
ENSG00000116691,343,237,252,111,320,249
ENSG00000116698,2144,2681,1467,1651,2056,721
ENSG00000116701,423,275,354,252,387,326
ENSG00000116703,0,0,0,0,0,0
ENSG00000116704,780,5497,2207,3872,1744,1795
ENSG00000116711,30,280,169,210,566,177
ENSG00000116717,217,754,499,725,378,335
ENSG00000116721,0,0,0,0,0,0
ENSG00000116726,0,0,0,0,0,0
ENSG00000116729,614,2391,1143,1084,1634,1871
ENSG00000116731,727,957,579,670,1153,322
ENSG00000116741,1123,716,814,1097,838,1170
ENSG00000116745,1,1,1,5,5,0
ENSG00000116747,922,541,483,542,813,417
ENSG00000116748,1,79,72,148,71,374
ENSG00000116750,1148,809,549,729,994,789
ENSG00000116752,640,737,574,713,684,1152
ENSG00000116754,2698,3195,2108,2330,5433,1479
ENSG00000116761,54,249,109,191,156,273
ENSG00000116771,589,306,591,450,362,167
ENSG00000116774,433,269,207,247,313,223
ENSG00000116783,0,6,0,6,0,8
ENSG00000116785,6,3,6,2,3,2
ENSG00000116786,611,629,510,478,888,359
ENSG00000116791,387,406,614,335,567,518
ENSG00000116793,276,174,131,137,348,146
ENSG00000116809,320,377,295,213,310,259
ENSG00000116815,487,853,482,621,361,1139
ENSG00000116819,10,8,7,1,18,5
ENSG00000116824,80,284,173,149,434,194
ENSG00000116830,690,501,213,253,1066,99
ENSG00000116833,69,2026,599,986,349,934
ENSG00000116852,499,169,281,195,734,44
ENSG00000116857,1692,639,772,339,1125,936
ENSG00000116863,248,409,369,310,449,370
ENSG00000116871,634,806,957,942,888,826
ENSG00000116874,350,357,344,322,361,361
ENSG00000116882,2,0,0,0,1,0
ENSG00000116883,39,90,74,25,61,9
ENSG00000116885,72,46,46,38,124,74
ENSG00000116898,937,884,931,712,813,1300
ENSG00000116903,412,530,312,311,528,115
ENSG00000116906,1484,1162,901,819,1309,1622
ENSG00000116918,957,816,690,654,783,529
ENSG00000116922,284,180,140,132,413,117
ENSG00000116954,468,935,610,781,601,741
ENSG00000116962,961,308,605,697,2043,100
ENSG00000116977,1285,2215,1143,1977,2298,1513
ENSG00000116981,1,0,1,0,0,0
ENSG00000116983,6,4,0,0,0,0
ENSG00000116984,821,447,446,365,1106,133
ENSG00000116985,334,386,226,297,188,318
ENSG00000116990,212,272,188,201,827,221
ENSG00000116991,837,2083,929,1255,1048,716
ENSG00000116996,0,0,0,0,0,0
ENSG00000117000,669,651,468,512,838,426
ENSG00000117009,16,66,27,21,61,23
ENSG00000117010,72,165,55,91,104,153
ENSG00000117013,18,53,17,41,144,0
ENSG00000117016,25,176,85,208,195,85
ENSG00000117020,489,253,251,210,348,62
ENSG00000117036,737,858,633,694,1196,386
ENSG00000117054,733,2664,1297,2543,1636,2819
ENSG00000117069,264,11,17,24,13,7
ENSG00000117090,38,124,71,106,244,117
ENSG00000117091,133,741,316,552,401,1207
ENSG00000117114,359,207,261,294,390,143
ENSG00000117115,227,11229,3797,8434,987,3424
ENSG00000117118,1286,2902,2006,2773,1532,6153
ENSG00000117122,1040,19,305,35,215,13
ENSG00000117133,1074,843,906,782,840,1357
ENSG00000117139,1498,1411,1213,961,2588,838
ENSG00000117143,1157,3523,1939,3400,3073,5601
ENSG00000117148,14,32,5,2,5,18
ENSG00000117151,516,924,412,567,701,1344
ENSG00000117152,364,24,23,59,31,44
ENSG00000117153,1344,1350,694,839,1348,1424
ENSG00000117154,16,3,5,12,7,17
ENSG00000117155,930,357,544,310,830,317
ENSG00000117174,661,300,381,279,604,156
ENSG00000117215,6,200,20,33,68,24
ENSG00000117222,645,502,403,418,549,224
ENSG00000117226,244,1086,1565,2424,1428,2664
ENSG00000117228,1548,3206,806,1027,1885,271
ENSG00000117242,149,203,196,105,144,56
ENSG00000117245,9,5,4,8,10,12
ENSG00000117262,467,344,295,280,543,498
ENSG00000117266,536,830,503,210,570,165
ENSG00000117280,492,231,279,184,471,83
ENSG00000117281,0,79,20,33,17,47
ENSG00000117298,1788,5490,2551,4456,1586,859
ENSG00000117305,559,1708,871,1288,1130,3051
ENSG00000117308,1190,2479,1758,1831,2257,3419
ENSG00000117318,329,1339,867,1519,495,1289
ENSG00000117322,84,1456,43,157,94,12
ENSG00000117335,15407,8463,8745,6876,10768,6885
ENSG00000117360,990,889,788,502,1145,415
ENSG00000117362,3146,3507,2521,2950,3215,3627
ENSG00000117385,370,112,302,79,560,77
ENSG00000117394,5933,1244,2208,1949,1698,534
ENSG00000117395,1343,829,782,745,1273,861
ENSG00000117399,1002,462,618,243,990,114
ENSG00000117400,0,0,0,2,1,1
ENSG00000117407,27,19,22,66,20,10
ENSG00000117408,404,469,467,403,520,327
ENSG00000117410,1452,1948,1750,1467,2323,2531
ENSG00000117411,749,376,577,428,859,389
ENSG00000117419,545,490,532,507,637,504
ENSG00000117425,16,11,31,5,30,1
ENSG00000117448,1666,2739,2831,1906,2747,4493
ENSG00000117450,7025,5335,8040,4715,8323,8898
