gene_id	gene_name	DRX399598	DRX399599	DRX399600	DRX399601	DRX399602	DRX399603
ENSMUSG00000105503	Gm42982	0	0	0	0	0	0
ENSMUSG00000105504	Gbp5	300.999	214	307.001	372	375.001	287
ENSMUSG00000105505	Obox4-ps7	0	0	0	0	0	0
ENSMUSG00000105506	Gm43743	0	0	0	0	0	0
ENSMUSG00000105507	Gm43853	0	0	0	0	0	0
ENSMUSG00000105508	Gm32921	0	0	0	0	0	0
ENSMUSG00000105509	C130013H08Rik	55.145	61	77	33	64.174	47.075
ENSMUSG00000105510	Gm43815	0	1	3	1	0	4
ENSMUSG00000105511	Gm33758	0	0	0	0	0	0
ENSMUSG00000105512	Gm43714	0	1	1	1	1	1
ENSMUSG00000105513	Gm44409	0	0	0	0	0	0
ENSMUSG00000105514	Gm42913	8	7	4	9	13	11
ENSMUSG00000105515	Gm42454	0	0	0	0	0	0
ENSMUSG00000105516	Gm36823	0	0	0	0	0	0
ENSMUSG00000105517	Gm42436	2	7	7	7	2	5
ENSMUSG00000105518	Gm42674	0	0	0	0	0	0
ENSMUSG00000105519	E430021H15Rik	0	2	2	0	1	0
ENSMUSG00000105520	Gm42837	1	2	3	3	3	0
ENSMUSG00000105521	Gm35702	0	0	0	0	0	0
ENSMUSG00000105522	Gm15235	0	0	0	0	0	0
ENSMUSG00000105523	Gm43193	0	0	0	0	0	0
ENSMUSG00000105524	Mir3065	0	0	0	0	0	0
ENSMUSG00000105525	Gm42976	0	0	0	0	0	0
ENSMUSG00000105526	Gm43490	0	0	0	1	0	0
ENSMUSG00000105527	4933424H11Rik	0	0	0	0	0	0
ENSMUSG00000105528	Gm43519	0	2	0	0	0	0
ENSMUSG00000105529	Gm9480	0	0	0	0	0	0
ENSMUSG00000105530	Gm43829	0	0	0	0	0	0
ENSMUSG00000105531	4930458A03Rik	0	0	0	0	0	0
ENSMUSG00000105532	Gm5279	0	0	0	0	0	0
ENSMUSG00000105533	Trav7d-2	0	0	0	0	0	0
ENSMUSG00000105534	Gm42435	1	2	0	2	0	0
ENSMUSG00000105535	Gm43077	0	0	0	0	0	0
ENSMUSG00000105536	Gm4959	0	0	0	0	0	0
ENSMUSG00000105537	Gm47292	0	0	0	0	0	0
ENSMUSG00000105538	Gm2142	0	0	0	0	0	0
ENSMUSG00000105539	Igkv13-80-1	0	0	0	0	0	0
ENSMUSG00000105540	Gm7988	0	0	0	0	0	0
ENSMUSG00000105541	Gm43136	4	3	5	13	1	5
ENSMUSG00000105542	Gm34248	0	0	0	1	0	1
ENSMUSG00000105543	Gm43169	0	0	0	0	0	0
ENSMUSG00000105544	Gm44477	0	0	0	0	0	0
ENSMUSG00000105545	4930599N24Rik	0	0	0	0	0	0
ENSMUSG00000105546	Mir669a-4	0	0	0	0	0	0
ENSMUSG00000105547	Iglc3	0	1	0	2	1	10
ENSMUSG00000105548	Trav15n-3	0	0	0	0	0	0
ENSMUSG00000105549	Gm43540	0	0	1	0	0	0
ENSMUSG00000105550	Gm35585	0	0	0	0	0	0
ENSMUSG00000105551	Gm43199	0	0	0	0	0	0
ENSMUSG00000105552	Gm19710	2	1	0	0	0	0
ENSMUSG00000105553	Gm42514	0	0	1	0	0	0
ENSMUSG00000105554	Gm7118	0	0	0	0	0	0
ENSMUSG00000105555	Gm43856	0	0	0	0	0	0
ENSMUSG00000105556	Gm43080	8	26	15	27	13	12
ENSMUSG00000105557	Mir3966	0	0	0	0	0	0
ENSMUSG00000105558	Gm5855	0	1	0	1	0	1
ENSMUSG00000105559	Gm4860	0	0	0	0	0	0
ENSMUSG00000105560	Gm42744	0	0	0	0	0	0
ENSMUSG00000105561	Gm43462	2	10	8	6	8	1
ENSMUSG00000105562	Gm43287	0	0	0	0	0	0
ENSMUSG00000105563	Gm44408	0	0	0	0	0	0
ENSMUSG00000105564	Gm8891	0	0	0	0	0	0
ENSMUSG00000105565	Gm43566	57	63	56	104	36	62
ENSMUSG00000105566	Obox4-ps4	0	0	0	0	0	0
ENSMUSG00000105567	Gm44305	0	0	0	0	0	0
ENSMUSG00000105568	Gm42971	0	0	0	0	0	0
ENSMUSG00000105569	Gm44450	0	0	0	0	0	0
ENSMUSG00000105570	Gm42682	0	0	0	0	0	0
ENSMUSG00000105571	Gm43662	0	0	0	0	0	0
ENSMUSG00000105572	Gm43300	8	15	27	14	13	28
ENSMUSG00000105573	Gm43384	0	0	0	0	0	0
ENSMUSG00000105574	Gm43648	0	0	0	0	0	0
ENSMUSG00000105575	Gm43475	0	0	0	0	0	0
ENSMUSG00000105576	Gm42164	0	0	0	0	0	0
ENSMUSG00000105577	Gm34599	0	0	0	0	0	0
ENSMUSG00000105578	Gm43663	0	0	0	0	0	0
ENSMUSG00000105579	Gm43251	0	0	0	0	0	0
ENSMUSG00000105580	Gm44454	0	0	0	0	0	0
ENSMUSG00000105581	Gm44393	0	0	0	0	0	0
ENSMUSG00000105582	Ighv1-68	0	0	0	0	0	0
ENSMUSG00000105583	Gm43777	0	0	0	0	0	0
ENSMUSG00000105584	Gm42588	0	0	0	0	0	0
ENSMUSG00000105585	Mir30f	0	0	0	0	0	0
ENSMUSG00000105586	Gm43009	1	0	0	0	0	2
ENSMUSG00000105588	Utp14b-ps1	0	0	0	0	0	0
ENSMUSG00000105589	Fbxw14	0	0	0	0	1.533	0
ENSMUSG00000105590	Gm43364	0	0	0	0	2	1
ENSMUSG00000105591	Gm43083	0	0	0	0	0	0
ENSMUSG00000105592	Gm42527	0	0	0	0	0	0
ENSMUSG00000105593	Gm42952	0	0	0	0	0	0
ENSMUSG00000105594	Gm43398	0	0	0	0	0	0
ENSMUSG00000105595	Gm49316	0	0	0	0	0	0
ENSMUSG00000105596	Gm42650	0	0	0	0	0	0
ENSMUSG00000105597	4633401B06Rik	3	4	2	2	3	2
ENSMUSG00000105598	Gm43186	0	0	0	0	0	0
ENSMUSG00000105599	Gm9238	0	0	0	0	0	0
ENSMUSG00000105600	Gm5987	1	0	0	0	0	0
ENSMUSG00000105601	Gm42725	8	5	6	5	7	3
ENSMUSG00000105602	Gm10636	2	2	2	4	0	2
ENSMUSG00000105603	Gm32996	0	0	0	0	0	0
ENSMUSG00000105604	Gm42838	0	0	0	0	0	0
ENSMUSG00000105605	Ighv1-86	0	0	0	0	0	0
ENSMUSG00000105606	Igkv2-109	0	1	0	0	0	1
ENSMUSG00000105607	Gm43513	9	18	10	20	10	8
ENSMUSG00000105608	Gm43408	0	0	0	0	0	0
ENSMUSG00000105609	Gm42501	1	0	0	1	0	2
ENSMUSG00000105610	Gm47313	0	0	0	0	0	0
ENSMUSG00000105611	Gm42938	0	0	0	0	0	0
ENSMUSG00000105612	Gm44328	0	0	0	0	0	0
ENSMUSG00000105613	Gm43684	0	1	0	1	0	2
ENSMUSG00000105614	Dnd1-ps	0	0	0	0	0	0
ENSMUSG00000105615	Gm31048	0	0	0	0	0	0
ENSMUSG00000105616	Gm3010	0	0	0	0	0	0
ENSMUSG00000105617	Gm43809	1	1.009	1.023	0	1.019	1.02
ENSMUSG00000105618	Gm42916	0	0	0	0	0	0
ENSMUSG00000105619	9530034A14Rik	0	0	0	0	0	0
ENSMUSG00000105620	Gm43047	0	0	0	0	0	0
ENSMUSG00000105621	Mirlet7f-1	0	0	0	0	0	0
ENSMUSG00000105622	Gm42615	1	2	2	2	2	4
ENSMUSG00000105624	Gm43187	0	0	0	0	0	0
ENSMUSG00000105625	Gm31230	0	0	0	0	0	0
ENSMUSG00000105626	Gm44496	0	0	0	0	0	0
ENSMUSG00000105627	Gm43548	0	0	0	0	0	0
ENSMUSG00000105628	Gm43350	1	0	0	1	0	0
ENSMUSG00000105629	Trav7n-5	0	0	0	0	0	0
ENSMUSG00000105630	Gm42543	0	0	0	0	0	0
ENSMUSG00000105632	Gm43272	6	2	4	1	2	5
ENSMUSG00000105633	Gm32158	0	0	0	0	0	0
ENSMUSG00000105634	Gm43367	0	0	0	0	0	0
ENSMUSG00000105635	Gm44469	0	0	0	0	0	0
ENSMUSG00000105636	Gm43625	1	1	0	1	6	0
ENSMUSG00000105637	Gm42480	0	0	0	0	0	0
ENSMUSG00000105638	4930408K08Rik	0	0	0	0	0	0
ENSMUSG00000105639	Gm42516	1	1	0	2	0	0
ENSMUSG00000105640	Gm42912	0	0	0	0	0	0
ENSMUSG00000105641	Gm5853	0	2.016	1.009	0	2.017	7.938
ENSMUSG00000105642	Gm43134	0	0	0	0	0	0
ENSMUSG00000105643	Gm42611	2	11	5	0	5	6
ENSMUSG00000105644	Gm19739	0	0	0	0	0	0
ENSMUSG00000105645	Gm6649	4	10	2	0	0	2
ENSMUSG00000105646	Gm30211	0	0	0	1	0	2
ENSMUSG00000105647	Gm43695	0	0	1	0	0	0
ENSMUSG00000105648	Gm43505	0	0	0	0	0	0
ENSMUSG00000105649	Gm43494	1	0	0	0	0	0
ENSMUSG00000105650	Gm42889	0	0	0	0	0	0
ENSMUSG00000105651	1700017M07Rik	21	6	4	3	13	38
ENSMUSG00000105652	4930519L02Rik	0	0	0	0	0	0
ENSMUSG00000105653	Gm43831	0	0	0	0	0	0
ENSMUSG00000105654	Gm29704	0	0	0	0	0	0
ENSMUSG00000105655	Gm42659	14	36	19	23	17	22
ENSMUSG00000105656	Gm43017	0	0	0	0	1	0
ENSMUSG00000105657	Gm42833	0	0	0	0	0	0
ENSMUSG00000105658	Gm43531	0	0	0	0	0	0
ENSMUSG00000105659	4930509H03Rik	0	1	0	0	0	0
ENSMUSG00000105660	Gm42975	0	0	0	0	0	0
ENSMUSG00000105661	Gm43626	0	0	0	0	0	0
ENSMUSG00000105662	Gm6639	2	0	1	3	2	1
ENSMUSG00000105663	Gm43606	0	0	0	0	0	0
ENSMUSG00000105664	Gm42797	1	1	0	0	0	0
ENSMUSG00000105665	Gm38395	0	0	0	0	0	0
ENSMUSG00000105666	Gm18711	0	0	0	0	0	0
ENSMUSG00000105667	Gm3945	0	0	0	0	0	0
ENSMUSG00000105668	Igkv8-22	0	0	0	0	0	0
ENSMUSG00000105669	Gm18341	0	0	0	0	0	0
ENSMUSG00000105670	Gm44464	0	0	0	0	0	0
ENSMUSG00000105671	Gm31306	0	0	1	0	0	0
ENSMUSG00000105672	Gm42816	0	0	0	0	0	0
ENSMUSG00000105673	1700081B01Rik	0	0	0	0	0	0
ENSMUSG00000105674	Gm42437	0	0	0	0	0	0
ENSMUSG00000105675	Gm43383	0	0	0	0	0	0
ENSMUSG00000105676	Gm43403	1	1	3	2	2	3
ENSMUSG00000105677	Gm43328	28	22	16	27	18	22
ENSMUSG00000105678	Gm43705	0	0	0	0	0	0
ENSMUSG00000105679	Gm43338	0	0	0	0	0	0
ENSMUSG00000105680	Gm18340	0	0	0	0	0	0
ENSMUSG00000105681	Gm43428	8	4	8	3	1	10
ENSMUSG00000105682	Gm44323	0	0	0	0	0	0
ENSMUSG00000105683	Gm43487	0	0	0	0	0	0
ENSMUSG00000105684	Gm42612	0	0	0	0	0	0
ENSMUSG00000105685	Gm43315	0	0	0	0	0	0
ENSMUSG00000105686	Gm35394	0	0	0	0	0	0
ENSMUSG00000105687	Gm6157	0	0	1	0	0	0
ENSMUSG00000105688	4930437M23Rik	0	0	0	0	0	0
ENSMUSG00000105689	Gm43120	0	0	0	0	0	0
ENSMUSG00000105690	Gm26265	0	0	0	0	0	0
ENSMUSG00000105691	Gm42876	2	1	2	3	3	1
ENSMUSG00000105692	Gm43737	101	103	96	81	69	81
ENSMUSG00000105693	Gm43706	0	0	0	0	0	0
ENSMUSG00000105694	Gm43237	3	4	2	2	1	3
ENSMUSG00000105695	Gm43327	0	0	0	1	0	2
ENSMUSG00000105696	Gm19211	1	0	0	2	0	3
ENSMUSG00000105697	Mir7661	0	0	0	0	0	0
ENSMUSG00000105698	Gm31881	1	0	0	0	0	0
ENSMUSG00000105699	Gm43703	4	5	10	9	3	2
ENSMUSG00000105700	Gm42772	0	0	0	0	0	0
ENSMUSG00000105701	Gm42587	0	1	0	1	2	0
ENSMUSG00000105702	Gm43780	0	0	0	0	0	0
ENSMUSG00000105703	Gm43305	13168.852	3462.93	3555.392	761.593	9008.101	1821.74
ENSMUSG00000105704	Gm43055	0	0	0	0	0	0
ENSMUSG00000105705	AC174780.1	0	0	0	0	0	0
ENSMUSG00000105706	Gm42855	0	0	0	1.014	0	0
ENSMUSG00000105707	Gm43753	0	0	1	0	0	1
ENSMUSG00000105708	Gm36070	0	0	0	0	0	0
ENSMUSG00000105709	Gm42723	0	0	0	0	0	0
ENSMUSG00000105710	Gm43859	5	0	0	0	3	0
ENSMUSG00000105711	Gm42598	0	0	0	0	0	0
ENSMUSG00000105712	Gm5712	0	0	0	0	0	0
ENSMUSG00000105713	Gm43827	0	0	0	0	0	0
ENSMUSG00000105714	Gm43380	0	0	0	0	0	0
ENSMUSG00000105715	Gm31887	0	0	0	0	0	0
ENSMUSG00000105716	Gm43522	0	0	1	0	0	0
ENSMUSG00000105717	Gm43465	1	1	0	0	0	0
ENSMUSG00000105718	Gm43576	0	0	0	0	0	1
ENSMUSG00000105719	Gm42872	3	0	2	1	4	3
ENSMUSG00000105720	Gm42440	0	0	0	0	0	0
ENSMUSG00000105721	C920008G01Rik	0	0	3	0	1	0
ENSMUSG00000105722	Gm18187	0	1	0	0	0	0
ENSMUSG00000105723	Mir7210	0	0	0	0	0	0
ENSMUSG00000105724	Gm44360	0	0	0	0	0	0
ENSMUSG00000105725	Igkv12-49	0	0	0	0	0	0
ENSMUSG00000105726	Gm42443	0	0	0	0	0	0
ENSMUSG00000105727	Gm8828	0	0	0	0	0	0
ENSMUSG00000105728	Gm42819	1	1	0	0	0	2
ENSMUSG00000105729	5330425B07Rik	1	0	0	0	0	1
ENSMUSG00000105730	Gm43838	0	0	0	0	0	0
ENSMUSG00000105731	Gm43063	0	1	0	1	3	2
ENSMUSG00000105732	Sult1c2-ps1	0	0	0	0	0	0
ENSMUSG00000105733	Gm42973	0	0	0	0	0	0
ENSMUSG00000105734	4930558C23Rik	0	0	0	0	0	0
ENSMUSG00000105735	4933415J04Rik	0	0	0	0	0	0
ENSMUSG00000105736	Gm42456	0	0	0	0	0	0
ENSMUSG00000105737	Gm6105	0	0	0	0	0	0
ENSMUSG00000105738	Mir6384	0	0	0	0	0	0
ENSMUSG00000105739	Gm5708	0	0	0	0	0	0
ENSMUSG00000105740	Gm42685	2	8	1	1	1	1
ENSMUSG00000105741	C79130	65	79	77	78	39	35
ENSMUSG00000105742	Gm42748	17	16	16	22	13	24
ENSMUSG00000105743	Mir1949	0	0	0	0	0	0
ENSMUSG00000105744	Gm43141	1	2	0	1	0	1
ENSMUSG00000105745	Gm42521	0	1	0	0	0	0
ENSMUSG00000105746	Gm43595	0	0	0	0	0	0
ENSMUSG00000105747	Igkv13-64	0	0	0	0	0	0
ENSMUSG00000105748	Gm43088	9	6	3	12	6	5
ENSMUSG00000105749	Gm9251	0	0	0	0	0	0
ENSMUSG00000105750	Gm43130	0	0	0	1	0	0
ENSMUSG00000105751	Gm43724	0	0	0	0	0	0
ENSMUSG00000105752	Igkv13-82	0	0	0	0	0	0
ENSMUSG00000105753	Gm43847	0	0	0	0	0	0
ENSMUSG00000105754	Gm23604	0	0	0	0	0	0
ENSMUSG00000105755	Gm43514	0	2	0	4	1	2
ENSMUSG00000105756	Gm44467	0	0	0	0	0	0
ENSMUSG00000105757	Ighv1-83	0	0	0	0	0	0
ENSMUSG00000105758	Mirlet7e	0	0	0	0	0	0
ENSMUSG00000105759	Gm42425	0	0	0	0	0	0
ENSMUSG00000105760	Gm43211	0	0	0	1	0	0
ENSMUSG00000105761	Gm43787	0	3	0	0	0	1
ENSMUSG00000105762	Gm43605	1	1	1	0	0	0
ENSMUSG00000105763	Gm19088	0	0	0	0	0	0
ENSMUSG00000105764	Gm42859	0	0	0	0	0	0
ENSMUSG00000105765	4930539C22Rik	0	0	0	0	0	0
ENSMUSG00000105766	Gm19666	0	0	0	0	0	0
ENSMUSG00000105767	Gm43607	0	0	0	0	0	0
ENSMUSG00000105768	Gm44495	0	0	0	0	0	0
ENSMUSG00000105769	Gm43351	2	0	0	2	0	0
ENSMUSG00000105770	Mir664	0	0	0	0	0	0
ENSMUSG00000105771	2900064K03Rik	0	0	0	0	0	0
ENSMUSG00000105772	Gm42496	0	0	0	0	0	0
ENSMUSG00000105773	4930563F08Rik	0	0	0	0	0	0
ENSMUSG00000105774	Gm43006	1	0	1	0	0	1
ENSMUSG00000105775	Gm10290	1	1.001	0	0	2.016	1.013
ENSMUSG00000105776	Gm43292	0	0	0	0	0	0
ENSMUSG00000105777	Gm43049	0	0	0	0	0	0
ENSMUSG00000105778	Mir7229	0	0	0	0	0	0
ENSMUSG00000105779	Gm6439	0	0	0	0	0	0
ENSMUSG00000105780	Snord80	0	0	0	0	0	0
ENSMUSG00000105781	Igkv8-31	0	0	0	0	0	0
ENSMUSG00000105782	Gm42955	0	0	0	0	0	0
ENSMUSG00000105783	Mir669a-12	0	0	0	0	0	0
ENSMUSG00000105784	Gm35065	9	5	8	14	12	13
ENSMUSG00000105785	Gm42526	0	0	0	0	0	0
ENSMUSG00000105786	Gm18957	0	0	0	0	0	0
ENSMUSG00000105787	Gm8099	0	0	0	0	0	0
ENSMUSG00000105788	Gm47295	0	0	0	0	0	0
ENSMUSG00000105789	Gm42997	0	2	2	0	0	2
ENSMUSG00000105790	Gm24105	0	0	0	0	0	0
ENSMUSG00000105791	Gm43341	0	0	0	0	0	0
ENSMUSG00000105792	Gm17887	0	0	0	0	0	0
ENSMUSG00000105793	Gm17956	0	0	0	0	0	0
ENSMUSG00000105794	Gm43516	0	0	0	0	0	0
ENSMUSG00000105795	Gm3970	0	0	0	0	0	0
ENSMUSG00000105796	Gm42845	0	0	0	0	0	0
ENSMUSG00000105797	Gm5149	0	0	0	0	0	0
ENSMUSG00000105798	Gm18982	0	0	0	0	0	0
ENSMUSG00000105799	Mir126b	0	0	0	0	0	0
ENSMUSG00000105800	Gm18985	0	0	0	0	0	0
ENSMUSG00000105801	C430019N01Rik	1	0	1	0	1	1
ENSMUSG00000105802	Gm43012	2	0	2	1	2	1
ENSMUSG00000105803	Gm43526	0	0	0	0	0	0
ENSMUSG00000105804	Gm43654	3	6	3	4	6	6
ENSMUSG00000105805	Gm44498	0	0	0	0	0	0
ENSMUSG00000105806	Gm43345	0	0	0	0	0	0
ENSMUSG00000105807	Gm42622	0	0	0	0	0	0
ENSMUSG00000105808	Gm42627	0	0	0	0	0	0
ENSMUSG00000105809	Gm42626	0	0	0	0	0	0
ENSMUSG00000105810	Gm43435	1	0	0	0	0	0
ENSMUSG00000105811	Gm42707	0	0	0	0	0	0
ENSMUSG00000105813	Gm42928	12	13	8	13	10	14
ENSMUSG00000105814	Mir703	2	0	1	1	1	1
ENSMUSG00000105815	Gm43541	0	1	0	0	0	0
ENSMUSG00000105816	D030025E07Rik	0	0	0	0	0	0
ENSMUSG00000105817	Igkv15-97	0	0	0	0	0	0
ENSMUSG00000105818	Gm43256	1	0	2	1	0	3
ENSMUSG00000105819	Gm42579	0	0	0	0	0	0
ENSMUSG00000105820	Gm43400	0	1	0	0	0	1
ENSMUSG00000105821	Gm44465	0	0	0	0	0	0
ENSMUSG00000105822	Gm42969	0	0	0	0	1	0
ENSMUSG00000105823	Trdv3	0	0	0	0	0	0
ENSMUSG00000105824	Gm43466	2	1	3	2	3	3
ENSMUSG00000105825	Gm44489	0	0	0	0	0	0
ENSMUSG00000105826	Gm42141	8	16	11	9	10	22
ENSMUSG00000105827	Hist2h2bb	0	1	0	0	0	0
ENSMUSG00000105828	Gm43048	0	0	0	0	0	0
ENSMUSG00000105829	Gm43669	0	0	0	0	0	0
ENSMUSG00000105830	Trgj2	0	0	0	0	0	0
ENSMUSG00000105831	Gm43184	0	0	0	0	0	0
ENSMUSG00000105832	Gm43841	0	0	0	0	0	0
ENSMUSG00000105833	Gm4751	0	0	0	0	0	0
ENSMUSG00000105834	4930592C13Rik	1	1	1	1	3	0
ENSMUSG00000105835	Gm43552	0	1.707	0	0	0	0
ENSMUSG00000105836	Gm17954	0	0	0	0	0	0
ENSMUSG00000105837	Gm35986	5	1	4	1	1	4
ENSMUSG00000105838	4930425O10Rik	29	49	52	54	17	33
ENSMUSG00000105839	Gm44456	0	0	0	0	0	0
ENSMUSG00000105840	Gm6073	0	0	0	0	0	0
ENSMUSG00000105841	Mir3960	0	0	0	0	0	0
ENSMUSG00000105842	Gm43329	0	1	1	0	0	1
ENSMUSG00000105843	Gm19439	3	20	12	2	3	3
ENSMUSG00000105844	Gm24350	0	0	0	0	0	0
ENSMUSG00000105845	Gm42808	0	0	0	0	0	0
ENSMUSG00000105846	Gm43258	1	5	0	3	1	0
ENSMUSG00000105847	Mir7650	0	0	0	0	0	0
ENSMUSG00000105848	Gm42683	0	1	1	0	0	3
ENSMUSG00000105849	Mir409	0	0	0	0	0	0
ENSMUSG00000105850	Gm2861	0	0	0	0	0	0
ENSMUSG00000105851	9130604C24Rik	18	16	12	17	25	15
ENSMUSG00000105852	Gm42890	34.612	112.712	74.853	35.694	41.66	28.652
ENSMUSG00000105853	Mir376b	0	0	0	0	0	0
ENSMUSG00000105854	Gm8925	0	0	0.996	0	0	0
ENSMUSG00000105855	Gm42681	0	0	0	0	0	0
ENSMUSG00000105856	Gm43732	0	0	0	0	0	0
ENSMUSG00000105857	Gm42817	0	0	0	0	0	0
ENSMUSG00000105858	2310074N15Rik	2	1	4	2	0	1
ENSMUSG00000105859	Gm19185	0	0	0	0	0	0
ENSMUSG00000105860	Gm42578	0	0	0	0	0	0
ENSMUSG00000105861	Gm43508	0	0	0	0	0	0
ENSMUSG00000105862	Igkv3-12-1	0	0	0	0	0	0
ENSMUSG00000105863	Gm25617	0	0	0	0	0	0
ENSMUSG00000105864	Gm10484	0	0	1	0	0	0
ENSMUSG00000105865	Gm34144	0	0	0	0	0	0
ENSMUSG00000105866	Gm6745	0	0	0	0	0	0
ENSMUSG00000105867	Gm42517	3	7	2	3	4	12
ENSMUSG00000105868	Gm43766	0	0	0	0	0	2
ENSMUSG00000105869	Gm9408	0	0	0	0	0	0
ENSMUSG00000105870	7330423F06Rik	1	0	2	2	4	2
ENSMUSG00000105871	Gm43147	3	0	2	10	2	4
ENSMUSG00000105872	Gm9515	0	0	0	0	0	0
ENSMUSG00000105873	Gm43708	0	0	0	0	0	0
ENSMUSG00000105874	Gm44344	0	0	0	0	0	0
ENSMUSG00000105875	Gm43518	2.635	3.847	1.52	13.365	5.302	1.565
ENSMUSG00000105876	Gm43572	0	0	0	0	0	0
ENSMUSG00000105877	Gm42479	0	0	0	0	0	0
ENSMUSG00000105878	Gm44330	0	0	0	0	0	0
ENSMUSG00000105879	Gm6204	6.991	13.937	13.068	5.04	9.074	8.04
ENSMUSG00000105880	Gm43678	0	0	0	0	0	0
ENSMUSG00000105881	4932422M17Rik	17	16	14.882	23	17.998	30
ENSMUSG00000105882	Gm42905	0	0	0	0	0	0
ENSMUSG00000105883	Igkv4-65	0	0	0	0	0	0
ENSMUSG00000105884	Gm22711	0	0	0	0	0	0
ENSMUSG00000105885	Sult1c2-ps2	0	0	0	0	0	0
ENSMUSG00000105886	Gm22813	0	0	0	0	0	0
ENSMUSG00000105887	Trav5d-3	0	0	0	0	0	0
ENSMUSG00000105888	BC037156	0	0	0	0	0	0
ENSMUSG00000105889	Gm42776	0	0	0	0	1	1
ENSMUSG00000105890	Gm42780	0	0	0	0	0	0
ENSMUSG00000105891	A230001M10Rik	0	0	0	0	0	0
ENSMUSG00000105892	Gm35013	0	0	0	0	0	0
ENSMUSG00000105893	Wdr46-ps	0	2	0	3	1	0
ENSMUSG00000105894	Gm42710	0	0	0	0	0	0
ENSMUSG00000105895	Gm42829	2	14	8	6	9	8
ENSMUSG00000105896	Gm43311	0	0	0	0	0	0
ENSMUSG00000105897	Gm7646	0	0	0	0	0	0
ENSMUSG00000105898	Obox4-ps32	0	0	0	0	0	0
ENSMUSG00000105899	Gm44383	0	0	0	0	0	0
ENSMUSG00000105900	Gm43240	0	0	0	0	0	0
ENSMUSG00000105901	Gm7291	0	0	0	0	0	0
ENSMUSG00000105902	Gm49348	0	0	0	0	0	0
ENSMUSG00000105903	1700014F14Rik	0	0	0	0	0	0
ENSMUSG00000105904	Mir24-1	0	0	0	0	0	0
ENSMUSG00000105905	Gm7709	0	0	0	0	0	0
ENSMUSG00000105906	Iglc1	1	4	5	5	4	6
ENSMUSG00000105907	Gm34333	0	0	0	0	0	0
ENSMUSG00000105908	Mir6920	0	0	0	0	0	0
ENSMUSG00000105909	Gm43189	0	0	0	0	0	0
ENSMUSG00000105910	Gm43539	0	0	0	0	0	0
ENSMUSG00000105911	Snora16a	0	0	0	0	0	0
ENSMUSG00000105912	Gm10440	0	0	0	0	0	0
ENSMUSG00000105913	Mir5121	0	0	0	0	0	0
ENSMUSG00000105914	Gm19243	0	0	0	0	0	0
ENSMUSG00000105915	Igkv12-42	0	0	0	0	0	0
ENSMUSG00000105916	Gm42453	0	0	0	0	0	0
ENSMUSG00000105917	Gm43612	0	0	0	0	0	0
ENSMUSG00000105918	Gm47278	0	0	0	0	0	0
ENSMUSG00000105919	Gm7166	0	0	0	0	0	0
ENSMUSG00000105920	Gm5408	0	0	0	0	0	0
ENSMUSG00000105921	Mark4-ps	0	0	0	0	0	0
ENSMUSG00000105922	Gm42769	0	0	0	0	0	0
ENSMUSG00000105923	A830019L24Rik	0	0	0	0	1	0
ENSMUSG00000105924	Gm44359	0	0	0	0	0.111	0
ENSMUSG00000105925	Gm43846	0	0	0	0	0	0
ENSMUSG00000105926	Gm43386	0	0	0	0	0	0
ENSMUSG00000105927	Gm44457	0	0	0	0	0	0
ENSMUSG00000105928	Gm9256	0	2.12	0	0	1.027	0
ENSMUSG00000105929	Gm43693	8	7	0	7	5	2
ENSMUSG00000105930	Gm17889	0	0	0	0	0	0
ENSMUSG00000105931	Gm43014	0	0	0	0	0	0
ENSMUSG00000105932	Mir6925	0	0	0	0	0	0
ENSMUSG00000105933	Gm43260	0	1	0	0	2	1
ENSMUSG00000105934	Gm43575	0	0	0	0	0	0
ENSMUSG00000105935	Gm43628	0	0	3	0	2	0
ENSMUSG00000105936	Gm43544	0	0	0	1	0	0
ENSMUSG00000105937	Gm43602	0	0	0	0	0	0
ENSMUSG00000105938	Gm33866	0	0	0	0	0	0
ENSMUSG00000105939	Gm43322	0	0	0	0	0	0
ENSMUSG00000105940	Gm42635	0	0	0	0	2	1
ENSMUSG00000105941	Gm42809	4	0	5	0	0	5
ENSMUSG00000105942	Gm43175	0	0	0	0	0	0
ENSMUSG00000105943	Gm2965	0	0	0	0	0	0
ENSMUSG00000105944	Gm5075	5.03	1	4.04	3.005	0	5.021
ENSMUSG00000105945	Gm43570	0	0	0	0	0	0
ENSMUSG00000105946	Gm43776	0	0	0	0	0	0
ENSMUSG00000105947	Gm43789	0	0	0	0	0	0
ENSMUSG00000105948	Gm43089	0	0	0	0	0	0
ENSMUSG00000105949	Gm6510	0	0	0	0	0	0
ENSMUSG00000105950	Gm43679	28	39	61	39	37	31
ENSMUSG00000105951	Gm44491	0	0	0	0	0	0
ENSMUSG00000105952	Gm40153	0	0	0	0	0	0
ENSMUSG00000105953	Trav15d-2-dv6d-2	0	0	0	0	0	0
ENSMUSG00000105954	Gm42793	7.438	12	4	9	13	23.029
ENSMUSG00000105955	Igkv12-40	0	0	0	0	0	0
ENSMUSG00000105956	Trav5n-2	0	0	0	0	0	0
ENSMUSG00000105957	Gm43254	36	37	26	55	37	38
ENSMUSG00000105958	Gm43319	0	0	0	0	0	0
ENSMUSG00000105959	D530037P16Rik	0	0	0	0	0	0
ENSMUSG00000105960	6330410L21Rik	0	1	0	0	1	0
